branch_length,epoch
0.19311067051961742,Primary Growth
0.005,Primary Growth
0.005,Primary Growth
0.3843457381117571,Metastasis
0.1260013610013078,Primary Growth
0.004999999999999999,Primary Growth
1.086034074712329,Late Metastasis
1.086034074712329,Late Metastasis
0.12719259066899338,Primary Growth
0.11317298282909295,Primary Growth
0.005000000000000001,Primary Growth
0.005003527152143583,Late Metastasis
0.005003527152143583,Metastasis Burst
0.5213270633349785,Late Metastasis
0.10509185598437326,Primary Growth
0.00500159108757936,Metastasis
0.007834202777416116,Primary Growth
0.005000000000000001,Primary Growth
0.0732079371446571,Primary Growth
0.005000661274110474,Late Metastasis
0.005000661274110474,Metastasis Burst
0.5163235361828349,Late Metastasis
0.4780742944895765,Metastasis
0.005003062943566894,Late Metastasis
0.20071095764035118,Late Metastasis
0.6801604280484297,Metastasis
0.7225090274254626,Metastasis
0.00656203629714415,Primary Growth
0.3426195061621374,Primary Growth
0.0050000000000000044,Primary Growth
0.5113228749087244,Late Metastasis
0.5113228749087244,Late Metastasis
0.28555041529177094,Metastasis
0.18580159954465525,Metastasis
0.2852010105381234,Metastasis
0.2803778851628249,Metastasis
0.33204619641926136,Metastasis
0.7242618677351027,Late Metastasis
0.7242618677351027,Late Metastasis
0.0050023568536370355,Late Metastasis
0.4303845024301629,Late Metastasis
1.2281683042111753,Late Metastasis
0.005001627064304959,Late Metastasis
1.032460409514391,Late Metastasis
1.032460409514391,Late Metastasis
0.005001037309235401,Metastasis
0.11033461538144929,Metastasis
0.15960905777811843,Primary Growth
0.08608758212655923,Primary Growth
0.0050000000000000044,Primary Growth
0.005212074003579037,Late Metastasis
0.010217278583303457,Late Metastasis
0.10762271239221477,Metastasis
0.1687737769662625,Metastasis
0.15148551889898143,Metastasis
0.005000371986231822,Metastasis
0.8868462772526149,Late Metastasis
0.8868462772526149,Late Metastasis
0.45145265055686945,Late Metastasis
0.4614641296781903,Late Metastasis
0.005002804407985506,Late Metastasis
0.7829404131514657,Late Metastasis
0.6852101671317647,Late Metastasis
0.6852101671317647,Late Metastasis
0.588123974618552,Metastasis
0.09826523963712627,Primary Growth
0.09456162837721416,Metastasis
0.005028526778994902,Metastasis
0.005187214813587859,Metastasis
0.0050000000000000044,Metastasis
0.636907153730045,Late Metastasis
0.005002457129147597,Late Metastasis
0.005002457129147597,Metastasis Burst
0.9812645746834245,Late Metastasis
0.36618630495517035,Late Metastasis
0.0050016774434142874,Late Metastasis
0.010011479121320832,Late Metastasis
0.46636872873524426,Late Metastasis
1.2181638554763912,Late Metastasis
0.4402262597472695,Late Metastasis
0.4402262597472695,Late Metastasis
0.3639246239654965,Late Metastasis
0.9007965302098002,Late Metastasis
0.009369796126258212,Late Metastasis
0.009369796126258212,Metastasis Burst
0.5083592643705894,Late Metastasis
0.5951749150739629,Metastasis
0.42581986508877484,Metastasis
0.09947074293105412,Primary Growth
0.0050000000000000044,Metastasis
0.37274145527453084,Metastasis
0.005001065579431918,Metastasis
0.005006659494547039,Late Metastasis
0.893743791190347,Late Metastasis
1.1128755454564736,Late Metastasis
0.5639869892684675,Late Metastasis
0.0050000000000000044,Metastasis
0.005131773730306266,Late Metastasis
0.005131773730306266,Metastasis Burst
0.3204917578060482,Late Metastasis
0.3204917578060482,Metastasis Burst
0.2874821263140739,Late Metastasis
0.2874821263140739,Metastasis Burst
0.0050117461982144285,Late Metastasis
0.0050117461982144285,Metastasis Burst
0.11897828455760373,Late Metastasis
0.751795135643273,Late Metastasis
0.005000617467835644,Late Metastasis
1.1376903782638967,Late Metastasis
0.005003026622520945,Late Metastasis
0.005003026622520945,Metastasis Burst
0.5368719062443037,Late Metastasis
0.49398543431883324,Late Metastasis
0.005000404891122745,Late Metastasis
0.005000404891122745,Metastasis Burst
0.005000533666622897,Metastasis
0.009292559096859443,Metastasis
0.2632157671663742,Metastasis
0.10411422024592998,Primary Growth
0.005002273153127068,Metastasis
0.0050000000000000044,Metastasis
0.005010762357728904,Late Metastasis
0.005010762357728904,Metastasis Burst
0.005038671827417351,Late Metastasis
0.005038671827417351,Metastasis Burst
0.005006170117716202,Metastasis
0.0050008946515496255,Metastasis
0.27909229354016074,Metastasis
0.005029295576432835,Late Metastasis
0.7780660180927366,Late Metastasis
0.005003159672930302,Late Metastasis
0.8887371227644252,Late Metastasis
0.5417867401894245,Late Metastasis
0.5488885561880061,Late Metastasis
0.8598543950879913,Late Metastasis
0.00500288366849122,Late Metastasis
0.0050000000000000044,Metastasis
0.0052154013758094475,Late Metastasis
0.0052154013758094475,Metastasis Burst
0.6267730544255377,Late Metastasis
0.311408891152293,Late Metastasis
0.3164153811594086,Late Metastasis
0.32759614341418075,Late Metastasis
0.3225960022518888,Late Metastasis
0.6050644263062777,Late Metastasis
0.005011833695967471,Late Metastasis
0.005011833695967471,Metastasis Burst
0.005334944985092571,Late Metastasis
0.005334944985092571,Metastasis Burst
0.6328168510856693,Late Metastasis
0.26651184685575013,Late Metastasis
0.7511061190796802,Late Metastasis
0.5318688796217828,Late Metastasis
0.5243530219812071,Late Metastasis
0.49398906335320847,Late Metastasis
0.49398906335320847,Late Metastasis
0.011208893042943924,Late Metastasis
0.011208893042943924,Late Metastasis
0.9038896615549767,Late Metastasis
0.005004075520404605,Late Metastasis
0.005002815814168615,Metastasis
0.0050000000000000044,Metastasis
0.005018336324922323,Late Metastasis
0.005018336324922323,Metastasis Burst
0.6723607906102294,Late Metastasis
0.6723328821591226,Late Metastasis
0.6723328821591226,Late Metastasis
0.0050022855553106815,Metastasis
0.005001109212403043,Metastasis
0.25331881604153983,Metastasis
0.005004656000586527,Late Metastasis
0.5138415586475331,Late Metastasis
0.8787234809057285,Late Metastasis
0.8837339630914949,Late Metastasis
0.0071018159985811735,Late Metastasis
0.0071018159985811735,Late Metastasis
0.8498418467469944,Late Metastasis
0.8548515114195001,Late Metastasis
0.005001016218076693,Late Metastasis
0.005002194082269762,Late Metastasis
0.005002253436976134,Metastasis
0.0050000000000000044,Metastasis
0.04726352960163682,Late Metastasis
0.04726352960163682,Metastasis Burst
0.6215577492005098,Late Metastasis
0.005015365879623479,Late Metastasis
0.005015365879623479,Metastasis Burst
0.6050546732857869,Late Metastasis
0.6274819061005767,Late Metastasis
0.6274819061005767,Late Metastasis
0.005001171311246999,Late Metastasis
0.8661779167261874,Late Metastasis
0.38158363568185694,Late Metastasis
0.38158363568185694,Late Metastasis
0.007515857640575607,Late Metastasis
0.007515857640575607,Late Metastasis
0.7494317966623227,Late Metastasis
0.005006322856837775,Late Metastasis
0.7381150662668821,Late Metastasis
0.7381150662668821,Late Metastasis
0.005009376067402149,Late Metastasis
0.8988855863650766,Late Metastasis
0.005004782198190005,Late Metastasis
0.29080501018827953,Late Metastasis
0.0050008472173060925,Metastasis
0.14467545272108673,Metastasis
0.12305372723007102,Metastasis
0.005000265172448781,Metastasis
0.20409067299740924,Late Metastasis
0.0050148151476121505,Late Metastasis
0.0050000000000000044,Metastasis
0.667342454285307,Late Metastasis
0.667342454285307,Late Metastasis
0.005009837065646616,Metastasis
0.005003425073346168,Metastasis
0.19241610280479715,Metastasis
0.005004225967760956,Late Metastasis
0.34802342290277655,Late Metastasis
0.00500852802140872,Late Metastasis
0.005000360779646051,Late Metastasis
0.005001137463594318,Late Metastasis
0.005001137463594318,Metastasis Burst
0.2591951549946452,Late Metastasis
0.005000553306803823,Late Metastasis
1.1341466901894925,Late Metastasis
1.1291381758118202,Late Metastasis
0.5796996271131507,Late Metastasis
0.0050000000000000044,Metastasis
0.0056983654063090805,Metastasis
0.005015529270074426,Late Metastasis
0.005015529270074426,Metastasis Burst
0.2319636795028419,Late Metastasis
0.2319636795028419,Metastasis Burst
0.005023738687814916,Late Metastasis
0.005023738687814916,Metastasis Burst
0.6000393073495118,Late Metastasis
0.8611767454149404,Late Metastasis
0.8611767454149404,Late Metastasis
0.7344121637362544,Late Metastasis
0.7444254714531218,Late Metastasis
0.8813365107085627,Late Metastasis
0.8938762102976745,Late Metastasis
0.005247017898714956,Late Metastasis
1.0403030374532114,Late Metastasis
0.48621824595460605,Late Metastasis
0.7545028106085474,Late Metastasis
0.4925305242847783,Metastasis
0.2573951399948291,Metastasis
0.005004340912644012,Metastasis
0.11041670380022672,Metastasis
0.6787616212306995,Metastasis
0.0050000000000000044,Metastasis
0.19907585784979753,Late Metastasis
0.19907585784979753,Late Metastasis
0.007070062798435028,Late Metastasis
0.007070062798435028,Late Metastasis
0.0050000000000000044,Metastasis
0.9485575557503496,Late Metastasis
0.9485575557503496,Late Metastasis
0.005002955739660253,Metastasis
0.4874616744826654,Late Metastasis
0.005001274890240159,Late Metastasis
0.0050022928473014705,Late Metastasis
0.9064029224603889,Late Metastasis
0.005003616284714685,Late Metastasis
0.005003616284714685,Metastasis Burst
0.5633837338556382,Late Metastasis
0.7630235342046909,Late Metastasis
0.7630235342046909,Late Metastasis
0.005001194511249363,Late Metastasis
0.26065018292000297,Late Metastasis
0.25419401753105086,Late Metastasis
0.25419401753105086,Late Metastasis
0.3137757456927248,Late Metastasis
1.129146136493143,Late Metastasis
0.5544458858127075,Late Metastasis
0.5544458858127075,Late Metastasis
1.101382707667201,Late Metastasis
0.5583250090055669,Late Metastasis
0.005002933820394073,Late Metastasis
0.8542698041845034,Late Metastasis
0.0050000000000000044,Metastasis
0.13424929425272147,Metastasis
0.005036073347908232,Late Metastasis
0.005036073347908232,Metastasis Burst
0.5742808956464074,Late Metastasis
0.34733274293679584,Late Metastasis
0.34733274293679584,Late Metastasis
0.005057237742540632,Late Metastasis
0.005057237742540632,Metastasis Burst
0.5950155673092503,Late Metastasis
0.005004996571714493,Late Metastasis
0.01001330771686737,Late Metastasis
0.01253969958911183,Late Metastasis
0.01253969958911183,Late Metastasis
0.00500119137976518,Late Metastasis
1.0350560123291725,Late Metastasis
0.2632808041576782,Late Metastasis
0.2682845646539409,Late Metastasis
0.21418804121567236,Metastasis
0.005002740867382505,Metastasis
0.005000653247523745,Metastasis
0.005001251354261882,Metastasis
0.12595509743322253,Metastasis
0.19648278771232475,Metastasis
0.0050000000000000044,Metastasis
0.24045350624721618,Late Metastasis
0.005014151058559957,Late Metastasis
0.005014151058559957,Metastasis Burst
0.0050070372986323886,Metastasis
1.1662405786774261,Late Metastasis
0.5851452563306001,Late Metastasis
0.47612813989168923,Late Metastasis
0.9416316218306664,Late Metastasis
0.7421750365926683,Late Metastasis
0.005000407895597858,Late Metastasis
0.005001122919030321,Late Metastasis
0.8314005154879536,Late Metastasis
0.4820458257695619,Late Metastasis
0.47504461031098577,Late Metastasis
0.005012821976438042,Late Metastasis
0.2678592979545149,Late Metastasis
0.9014006296130874,Late Metastasis
0.005001489311723839,Late Metastasis
0.5583801175709235,Late Metastasis
0.5583801175709235,Late Metastasis
0.2764445883371043,Late Metastasis
0.005003250309132401,Late Metastasis
0.005013700327147319,Late Metastasis
0.005013700327147319,Metastasis Burst
0.5023815285121216,Late Metastasis
0.00500165204451819,Late Metastasis
0.8153703992847892,Late Metastasis
0.5360165461954902,Late Metastasis
0.543057698661634,Late Metastasis
0.8492668703641093,Late Metastasis
0.8492668703641093,Late Metastasis
0.0050000000000000044,Metastasis
0.005020864030234495,Late Metastasis
0.005020864030234495,Metastasis Burst
0.5374955316121768,Late Metastasis
0.5375862725215956,Late Metastasis
0.00502182482546587,Late Metastasis
0.00502182482546587,Metastasis Burst
0.5692448222984992,Late Metastasis
0.5592419002191076,Late Metastasis
0.5799548666401746,Late Metastasis
0.5899583295667097,Late Metastasis
0.005003325522747737,Late Metastasis
1.0300548209494074,Late Metastasis
0.0050010375263396245,Late Metastasis
0.9511128389521268,Late Metastasis
0.4719393684678981,Metastasis
0.17106235669561043,Metastasis
0.17967065315190422,Metastasis
0.005002849202706328,Metastasis
0.0050000000000000044,Metastasis
0.005003602770623061,Late Metastasis
0.7141274498408365,Late Metastasis
0.005002868285799655,Late Metastasis
0.2998970479352068,Late Metastasis
0.30032135448376873,Metastasis
0.0050000000000000044,Metastasis
0.45543543927949415,Late Metastasis
0.7439526304918656,Late Metastasis
0.23543935518865622,Late Metastasis
0.23543935518865622,Late Metastasis
0.005011572441736334,Metastasis
0.02124772490256266,Late Metastasis
0.02124772490256266,Late Metastasis
0.581095322346826,Late Metastasis
0.0050038170627801914,Late Metastasis
0.0050038170627801914,Metastasis Burst
0.0050040801755262265,Late Metastasis
0.0050040801755262265,Metastasis Burst
0.4705048984287554,Late Metastasis
0.005001975320835905,Late Metastasis
0.7371746286970704,Late Metastasis
0.8263993925689233,Late Metastasis
0.8263993925689233,Late Metastasis
0.0070012154585756825,Late Metastasis
0.0070012154585756825,Late Metastasis
0.21183007183120273,Late Metastasis
0.4927203134504481,Late Metastasis
0.6966469399279351,Late Metastasis
0.6966469399279351,Late Metastasis
0.005003172845947201,Late Metastasis
0.8963991403013636,Late Metastasis
0.48158592042962645,Late Metastasis
0.005002166727642754,Late Metastasis
0.005002166727642754,Metastasis Burst
0.378188028418466,Late Metastasis
0.005003456794443695,Late Metastasis
0.49736782818497427,Late Metastasis
0.49736782818497427,Late Metastasis
0.005002820958145415,Late Metastasis
0.8103687425598909,Late Metastasis
0.007041152466143785,Late Metastasis
0.007041152466143785,Late Metastasis
0.6021567677154183,Late Metastasis
0.6021567677154183,Late Metastasis
0.005004357143670646,Metastasis
0.0050000000000000044,Metastasis
0.6139584945060821,Late Metastasis
0.0050064035948387264,Late Metastasis
0.0050064035948387264,Metastasis Burst
0.5324746675819423,Late Metastasis
0.5324746675819423,Late Metastasis
0.5325644476961298,Late Metastasis
0.5325644476961298,Late Metastasis
0.0050020290936991785,Late Metastasis
0.010002922079391574,Late Metastasis
0.01000346292653509,Late Metastasis
0.005001717585702892,Late Metastasis
1.0250514954266596,Late Metastasis
1.0250514954266596,Late Metastasis
0.3333586234238224,Late Metastasis
0.005003639213522204,Late Metastasis
1.0931480011048298,Late Metastasis
1.0981510707835187,Late Metastasis
0.005002874200899954,Metastasis
0.005000069334964441,Metastasis
0.9701170130286174,Late Metastasis
0.9701170130286174,Late Metastasis
1.2113126055619765,Late Metastasis
0.0050034656245847575,Late Metastasis
0.0050000000000000044,Metastasis
0.343640523706094,Late Metastasis
0.0050081587128771865,Late Metastasis
0.005011986463802964,Late Metastasis
0.005011986463802964,Metastasis Burst
0.48625006470736953,Late Metastasis
0.9919210603641901,Late Metastasis
0.005016100200902596,Late Metastasis
0.697026880714783,Late Metastasis
0.697026880714783,Late Metastasis
0.006873870942832649,Late Metastasis
0.006873870942832649,Late Metastasis
0.0050000000000000044,Metastasis
0.2885171912123714,Late Metastasis
0.2885171912123714,Late Metastasis
0.005026723049447179,Metastasis
0.005004162597829653,Late Metastasis
0.005004162597829653,Metastasis Burst
0.5760914999487896,Late Metastasis
0.00500908008850498,Late Metastasis
0.00500908008850498,Metastasis Burst
0.4655008182532292,Late Metastasis
0.7321726533762345,Late Metastasis
0.7321726533762345,Late Metastasis
0.005001437225677918,Late Metastasis
0.09955616267774103,Late Metastasis
0.4667730933980425,Late Metastasis
0.4667730933980425,Late Metastasis
0.8913959674554164,Late Metastasis
0.8913959674554164,Late Metastasis
0.005003801430886412,Late Metastasis
0.005003801430886412,Metastasis Burst
0.4765837537019837,Late Metastasis
0.005003868041198345,Late Metastasis
0.005003868041198345,Metastasis Burst
0.3748392180774145,Late Metastasis
0.005002325343346659,Late Metastasis
0.44209311028047327,Late Metastasis
0.005000953829100485,Late Metastasis
0.8053659216017455,Late Metastasis
0.0050000000000000044,Metastasis
0.005006706294549357,Late Metastasis
0.005006706294549357,Metastasis Burst
0.6089520827359061,Late Metastasis
0.005004416846541515,Late Metastasis
0.005004416846541515,Metastasis Burst
0.6127531807582094,Late Metastasis
0.9411081585942689,Late Metastasis
0.9411081585942689,Late Metastasis
0.0050087250470440825,Late Metastasis
0.7966314447633236,Late Metastasis
0.4156988457496904,Late Metastasis
0.8595193093329938,Late Metastasis
0.3709339947719258,Metastasis
0.005000029906556014,Metastasis
0.005003913800683879,Late Metastasis
1.0990024016814255,Late Metastasis
0.0050006358675036555,Metastasis
0.005000224125888186,Metastasis
0.005006653773124814,Late Metastasis
1.2063091399373918,Late Metastasis
0.0050000000000000044,Metastasis
0.006770207352977842,Late Metastasis
0.006770207352977842,Late Metastasis
0.851733395298075,Late Metastasis
0.005000720923819646,Late Metastasis
0.4973312272035908,Late Metastasis
0.7100840337352152,Late Metastasis
0.48123807824356657,Late Metastasis
0.48123807824356657,Late Metastasis
0.5069517622309472,Late Metastasis
0.9869049601632875,Late Metastasis
0.8432425393719656,Late Metastasis
0.00500114757766057,Late Metastasis
0.0050000000000000044,Metastasis
0.0050137877405243,Metastasis
0.005005238905319009,Late Metastasis
0.005005238905319009,Metastasis Burst
0.5710873361502578,Late Metastasis
0.4604917381647242,Late Metastasis
0.4604917381647242,Late Metastasis
0.7426618948501988,Late Metastasis
0.7426618948501988,Late Metastasis
0.6430989150601352,Late Metastasis
0.005268046980743346,Late Metastasis
0.005268046980743346,Metastasis Burst
0.4715799522710977,Late Metastasis
0.005000470863613327,Late Metastasis
0.005000470863613327,Metastasis Burst
0.36483338902106066,Late Metastasis
0.36983535003621615,Late Metastasis
0.0050055443253467224,Late Metastasis
0.7430214574328724,Late Metastasis
0.3009302262624116,Late Metastasis
0.3059306650836353,Late Metastasis
0.800364967772645,Late Metastasis
0.800364967772645,Late Metastasis
0.5357987722456254,Late Metastasis
0.00502076081920011,Late Metastasis
0.00502076081920011,Metastasis Burst
0.11629017805203701,Metastasis
0.0050000000000000044,Metastasis
0.005007675664671085,Late Metastasis
0.005007675664671085,Metastasis Burst
0.6039453763979132,Late Metastasis
0.6027418952945471,Late Metastasis
0.6077487639116679,Late Metastasis
0.7977216899859474,Late Metastasis
0.7832366501112611,Late Metastasis
0.0060989702696678805,Late Metastasis
0.0060989702696678805,Late Metastasis
0.4438204635833034,Late Metastasis
0.4438204635833034,Late Metastasis
0.0050000000000000044,Metastasis
0.005006765408637204,Late Metastasis
1.1150933958740334,Late Metastasis
0.02109490831593419,Late Metastasis
0.02109490831593419,Late Metastasis
0.005000578681612411,Metastasis
0.319563058166503,Metastasis
1.201302486164267,Late Metastasis
0.005012669541294645,Late Metastasis
0.0050000000000000044,Metastasis
0.005002424151179685,Late Metastasis
0.8467326795859904,Late Metastasis
0.6930345163661884,Late Metastasis
0.6930345163661884,Late Metastasis
0.0050105004790836905,Late Metastasis
0.0050105004790836905,Metastasis Burst
0.48028168593534093,Late Metastasis
0.47995319793234037,Late Metastasis
0.47995319793234037,Late Metastasis
0.838241391794305,Late Metastasis
0.838241391794305,Late Metastasis
0.005002762417070095,Metastasis
0.0050000000000000044,Metastasis
0.006760912468078306,Late Metastasis
0.006760912468078306,Late Metastasis
0.005001626598097442,Late Metastasis
0.005001626598097442,Metastasis Burst
0.6177510560054973,Late Metastasis
0.005003423101892723,Metastasis
0.0050073887148900376,Late Metastasis
0.0050073887148900376,Metastasis Burst
0.5610802242925816,Late Metastasis
0.005127694481993128,Late Metastasis
0.005127694481993128,Metastasis Burst
0.6428390976417375,Late Metastasis
0.4665794814074844,Late Metastasis
0.4665794814074844,Late Metastasis
0.005003425443544929,Late Metastasis
0.4464113982610882,Late Metastasis
0.5307780114264253,Late Metastasis
0.5307780114264253,Late Metastasis
0.004999999999999893,Metastasis
0.0050000000000000044,Metastasis
0.005009281461853421,Late Metastasis
0.005009281461853421,Metastasis Burst
0.5989377007729952,Late Metastasis
0.009479928716037644,Late Metastasis
0.014485039874685857,Late Metastasis
0.43451497777906534,Late Metastasis
0.4295130375003229,Late Metastasis
0.0050000000000000044,Metastasis
0.005016508442265533,Late Metastasis
1.110086627641178,Late Metastasis
0.005011406335201141,Late Metastasis
0.9472656439525096,Late Metastasis
0.005000528764058987,Metastasis
0.0050011776723581924,Metastasis
0.005006155981668536,Late Metastasis
0.9468695095853343,Late Metastasis
1.1962898166229723,Late Metastasis
1.1962898166229723,Late Metastasis
0.006660912512645556,Late Metastasis
0.006660912512645556,Late Metastasis
0.0050000000000000044,Metastasis
0.4328900634131352,Late Metastasis
0.005006182755810551,Late Metastasis
0.005004308280954994,Late Metastasis
0.005004308280954994,Metastasis Burst
0.47527118571800386,Late Metastasis
0.0050000000000000044,Metastasis
0.005006501380645956,Late Metastasis
0.005006501380645956,Metastasis Burst
0.6077424776757496,Late Metastasis
0.00500470389055141,Metastasis
0.5610747085300487,Late Metastasis
0.00501172920333004,Late Metastasis
0.00501172920333004,Metastasis Burst
0.005104095379028006,Late Metastasis
0.005104095379028006,Metastasis Burst
0.6377114031220399,Late Metastasis
0.0050010434838105855,Late Metastasis
0.7330124750180684,Late Metastasis
0.2683890833936369,Late Metastasis
0.2916045071710389,Late Metastasis
0.004999999999999893,Metastasis
0.1588338653802185,Metastasis
0.0050000000000000044,Metastasis
0.005020850823278744,Late Metastasis
0.005020850823278744,Metastasis Burst
0.5346327293664259,Late Metastasis
0.005012158097686514,Late Metastasis
0.005012158097686514,Metastasis Burst
0.5939284194294356,Late Metastasis
0.0050000000000000044,Metastasis
0.018371219444180964,Late Metastasis
1.2097465343463591,Late Metastasis
1.092480813155984,Late Metastasis
1.1050701191989125,Late Metastasis
0.9422542376173089,Late Metastasis
0.9422542376173089,Late Metastasis
0.00500034441328534,Metastasis
0.005011205548054898,Late Metastasis
0.9447262352753469,Late Metastasis
0.005001358511412146,Metastasis
0.005014482675381737,Late Metastasis
1.060751222523838,Late Metastasis
0.11888787232765585,Late Metastasis
0.11888787232765585,Late Metastasis
0.006601890885610917,Late Metastasis
0.006601890885610917,Late Metastasis
0.0050000000000000044,Metastasis
0.40884019202167554,Late Metastasis
0.0307381903463555,Late Metastasis
0.0307381903463555,Metastasis Burst
0.19713832862618497,Late Metastasis
0.42711015050301504,Late Metastasis
0.005001626799908454,Late Metastasis
0.005001626799908454,Metastasis Burst
0.005001211591556753,Late Metastasis
0.005001211591556753,Metastasis Burst
